Timestamp,age_group,gender,academic_level,university_type,prior_residence,living_arrangement,sleep_duration,employment_type,meal_skipping,commute_time,internet_quality,study_space_quality,current_gpa,study_routine,attendance,academic_overwhelm,family_income,scholarship,personal_income,academic_resource_access,study_material_satisfaction,dropout_intention_score,risk_class
2025-05-20 18:48:36.778,24+,Male,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Part-time/Full-time Job",1–2 times/week,<30 minutes,4,Yes - Quiet (4),3.1–3.5,Only before exams,>75%,Rarely,"<20,000","Yes, Private/Donor-Funded","5,000–10,000 BDT","Yes, Daily",3,1,Low Risk
2025-05-20 19:00:12.367,24+,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Part-time/Full-time Job",Never,30–60 minutes,5,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Rarely,">100,000",No,">10,000 BDT",No access,2,3,Moderate Risk
2025-05-20 19:14:08.909,21–23,Male,Undergraduate (Year 1),Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",University Residence (Halls),5–6 hours,No,Never,<30 minutes,2,Yes - Very quiet (5),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Rarely,"20,000–50,000","Yes, Government Scholarship",No personal income,No access,3,5,High Risk
2025-05-20 19:21:51.211,21–23,Female,Undergraduate (Year 2–4),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),7–8 hours,No,Daily,30–60 minutes,3,Yes - Quiet (4),>3.5,Only before exams,50–75%,Often,"50,001–100,000",No,No personal income,"Yes, Rarely",3,3,Moderate Risk
2025-05-20 19:25:49.849,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",Daily,30–60 minutes,3,Yes - Very quiet (5),3.1–3.5,Sporadically (no fixed schedule),50–75%,Always,"50,001–100,000","Yes, University Merit-Based",">10,000 BDT","Yes, Daily",3,3,Moderate Risk
2025-05-20 19:30:49.935,21–23,Male,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,No,Never,<30 minutes,3,Yes - Very quiet (5),3.1–3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"<20,000","Yes, University Merit-Based",No personal income,"Yes, Daily",4,3,Moderate Risk
2025-05-20 19:34:10.931,24+,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,"Yes, Part-time/Full-time Job",Daily,<30 minutes,3,Yes - Moderate noise (3),2.5–3.0,Only before exams,50–75%,Always,"20,000–50,000",No,">10,000 BDT","Yes, Daily",2,4,High Risk
2025-05-20 19:57:02.437,21–23,Female,Undergraduate (Year 2–4),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,1–2 times/week,>1 hour,4,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Always,">100,000","Yes, University Merit-Based",No personal income,"Yes, Daily",3,1,Low Risk
2025-05-20 19:57:48.563,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,No,Daily,30–60 minutes,3,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Sometimes,"50,001–100,000",No,No personal income,No access,2,1,Low Risk
2025-05-20 19:58:58.571,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),7–8 hours,No,1–2 times/week,<30 minutes,3,Yes - Quiet (4),2.5–3.0,Only before exams,50–75%,Often,"20,000–50,000","Yes, University Merit-Based",No personal income,"Yes, Rarely",4,1,Low Risk
2025-05-20 20:00:20.699,21–23,Female,Undergraduate (Year 2–4),Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,5–6 hours,No,3–4 times/week,<30 minutes,3,Yes - Quiet (4),3.1–3.5,Sporadically (no fixed schedule),>75%,Sometimes,"50,001–100,000",No,No personal income,"Yes, Rarely",2,3,Moderate Risk
2025-05-20 20:08:58.536,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,<30 minutes,3,No dedicated study space,3.1–3.5,"Regularly throughout the course (e.g., weekly)",50–75%,Often,">100,000","Yes, Government Scholarship","5,000–10,000 BDT","Yes, Weekly",3,1,Low Risk
2025-05-20 20:31:23.576,24+,Female,Masters,Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",Daily,>1 hour,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000","Yes, Government Scholarship","<5,000 BDT","Yes, Rarely",2,3,Moderate Risk
2025-05-20 20:33:24.653,24+,Male,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),7–8 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,5,Yes - Quiet (4),2.5–3.0,Only before exams,50–75%,Sometimes,"50,001–100,000",No,">10,000 BDT",No access,3,4,High Risk
2025-05-20 20:40:19.276,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),7–8 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,3,Yes - Moderate noise (3),2.5–3.0,Only before exams,50–75%,Sometimes,"20,000–50,000","Yes, Government Scholarship","5,000–10,000 BDT","Yes, Daily",3,2,Low Risk
2025-05-20 20:47:54.919,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",Never,>1 hour,4,Yes - Quiet (4),3.1–3.5,Only before exams,>75%,Rarely,"<20,000","Yes, Government Scholarship","<5,000 BDT","Yes, Rarely",3,1,Low Risk
2025-05-20 20:52:17.955,21–23,Female,Undergraduate (Year 2–4),Private University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,7–8 hours,No,1–2 times/week,>1 hour,4,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Sometimes,"20,000–50,000",No,No personal income,"Yes, Rarely",3,4,High Risk
2025-05-20 21:04:54.245,21–23,Female,Undergraduate (Year 1),Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",University Residence (Halls),<5 hours,No,3–4 times/week,>1 hour,3,Yes - Moderate noise (3),2.5–3.0,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000","Yes, University Merit-Based",No personal income,No access,3,1,Low Risk
2025-05-20 22:03:18.103,21–23,Male,Undergraduate (Year 1),Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,7–8 hours,No,Never,>1 hour,3,Yes - Very quiet (5),2.5–3.0,Sporadically (no fixed schedule),>75%,Always,"50,001–100,000","Yes, University Merit-Based",No personal income,"Yes, Daily",3,4,High Risk
2025-05-20 22:07:49.362,21–23,Female,Undergraduate (Year 1),National University / Affiliated College,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Part-time/Full-time Job",3–4 times/week,<30 minutes,2,No dedicated study space,2.5–3.0,Only before exams,<50%,Never,"<20,000",No,"5,000–10,000 BDT",No access,1,2,Low Risk
2025-05-20 22:13:00.494,24+,Female,Masters,Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",University Residence (Halls),7–8 hours,No,1–2 times/week,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Only before exams,>75%,Sometimes,"20,000–50,000",No,No personal income,No access,1,2,Low Risk
2025-05-20 22:28:44.206,24+,Female,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,No,1–2 times/week,<30 minutes,3,Yes - Moderate noise (3),>3.5,Only before exams,50–75%,Sometimes,"20,000–50,000","Yes, Government Scholarship",No personal income,"Yes, Rarely",2,2,Low Risk
2025-05-20 22:39:04.634,17–20,Female,Undergraduate (Year 1),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,No,1–2 times/week,<30 minutes,3,Yes - Very noisy (1),>3.5,Only before exams,>75%,Sometimes,"20,000–50,000","Yes, University Merit-Based",No personal income,No access,3,3,Moderate Risk
2025-05-20 23:00:46.190,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Part-time/Full-time Job",Never,30–60 minutes,3,Yes - Quiet (4),3.1–3.5,Only before exams,>75%,Often,"20,000–50,000",No,">10,000 BDT","Yes, Rarely",3,1,Low Risk
2025-05-20 23:11:16.074,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",Daily,<30 minutes,5,No dedicated study space,2.5–3.0,Sporadically (no fixed schedule),>75%,Often,"<20,000",No,">10,000 BDT","Yes, Daily",3,1,Low Risk
2025-05-21 00:07:05.187,24+,Male,Masters,Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",University Residence (Halls),<5 hours,"Yes, Freelancing (e.g., online work)",Daily,<30 minutes,2,Yes - Noisy (2),3.1–3.5,Only before exams,<50%,Often,"50,001–100,000",No,">10,000 BDT",No access,1,1,Low Risk
2025-05-21 01:34:00.373,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,1–2 times/week,30–60 minutes,4,Yes - Quiet (4),3.1–3.5,Only before exams,>75%,Often,"50,001–100,000",No,No personal income,"Yes, Daily",4,3,Moderate Risk
2025-05-21 03:46:07.886,24+,Male,Undergraduate (Year 2–4),National University / Affiliated College,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,7–8 hours,No,1–2 times/week,<30 minutes,4,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),50–75%,Sometimes,"20,000–50,000",No,No personal income,"Yes, Daily",3,3,Moderate Risk
2025-05-21 11:03:28.093,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),>8 hours,No,3–4 times/week,<30 minutes,4,Yes - Very quiet (5),<2.5,Only before exams,<50%,Always,"<20,000",No,No personal income,"Yes, Rarely",1,5,High Risk
2025-05-21 12:36:17.238,24+,Female,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,7–8 hours,No,1–2 times/week,30–60 minutes,2,Yes - Noisy (2),>3.5,Sporadically (no fixed schedule),>75%,Rarely,"20,000–50,000","Yes, Government Scholarship",No personal income,"Yes, Rarely",3,4,High Risk
2025-05-21 13:20:30.330,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,4,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),<50%,Rarely,"20,000–50,000","Yes, Government Scholarship","5,000–10,000 BDT","Yes, Rarely",3,2,Low Risk
2025-05-21 13:36:18.250,17–20,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,No,1–2 times/week,<30 minutes,1,No dedicated study space,3.1–3.5,Only before exams,50–75%,Always,"<20,000",No,No personal income,"Yes, Daily",3,3,Moderate Risk
2025-05-21 14:46:45.193,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,No,Daily,<30 minutes,2,Yes - Quiet (4),2.5–3.0,Only before exams,>75%,Always,"50,001–100,000","Yes, University Merit-Based",No personal income,No access,1,1,Low Risk
2025-05-21 15:00:21.138,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Part-time/Full-time Job",Daily,<30 minutes,2,No dedicated study space,2.5–3.0,Only before exams,>75%,Always,"<20,000",No,"<5,000 BDT",No access,2,5,High Risk
2025-05-21 15:54:21.245,24+,Female,Undergraduate (Year 2–4),National University / Affiliated College,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,No,Never,<30 minutes,2,Yes - Noisy (2),2.5–3.0,Only before exams,50–75%,Never,"<20,000",No,No personal income,No access,2,3,Moderate Risk
2025-05-21 16:14:52.170,24+,Female,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Part-time/Full-time Job",3–4 times/week,<30 minutes,5,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Always,"20,000–50,000","Yes, Government Scholarship",">10,000 BDT",No access,3,5,High Risk
2025-05-21 18:49:06.229,24+,Female,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,No,1–2 times/week,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Only before exams,>75%,Sometimes,"<20,000",No,No personal income,"Yes, Rarely",4,1,Low Risk
2025-05-21 19:34:05.588,17–20,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,No,1–2 times/week,>1 hour,1,Yes - Noisy (2),2.5–3.0,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"20,000–50,000","Yes, University Merit-Based","<5,000 BDT","Yes, Daily",4,4,High Risk
2025-05-21 21:06:55.347,24+,Male,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,<5 hours,"Yes, Part-time/Full-time Job",3–4 times/week,30–60 minutes,3,No dedicated study space,2.5–3.0,Only before exams,<50%,Rarely,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Daily",3,3,Moderate Risk
2025-05-21 21:36:13.835,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Part-time/Full-time Job",1–2 times/week,<30 minutes,3,Yes - Quiet (4),3.1–3.5,Only before exams,>75%,Often,"50,001–100,000",No,">10,000 BDT",No access,4,1,Low Risk
2025-05-21 22:17:16.078,21–23,Male,Undergraduate (Year 1),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,No,1–2 times/week,>1 hour,3,Yes - Quiet (4),2.5–3.0,Only before exams,>75%,Sometimes,"20,000–50,000",No,No personal income,"Yes, Rarely",3,1,Low Risk
2025-05-21 23:44:47.493,24+,Male,Masters,Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Rarely",2,5,High Risk
2025-05-21 23:56:56.602,21–23,Male,Undergraduate (Year 2–4),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",Daily,<30 minutes,3,Yes - Moderate noise (3),>3.5,Only before exams,>75%,Often,"50,001–100,000","Yes, University Merit-Based","5,000–10,000 BDT","Yes, Rarely",3,3,Moderate Risk
2025-05-21 23:59:34.968,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,No,Never,<30 minutes,5,Yes - Moderate noise (3),>3.5,Only before exams,>75%,Rarely,"20,000–50,000","Yes, University Merit-Based",No personal income,"Yes, Weekly",2,1,Low Risk
2025-05-22 00:02:53.114,24+,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,5,Yes - Very quiet (5),2.5–3.0,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"20,000–50,000","Yes, Private/Donor-Funded",">10,000 BDT","Yes, Daily",4,1,Low Risk
2025-05-22 00:04:03.309,24+,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,<30 minutes,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,">10,000 BDT","Yes, Daily",2,1,Low Risk
2025-05-22 00:38:16.885,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),<5 hours,No,1–2 times/week,<30 minutes,2,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Always,"20,000–50,000",No,No personal income,No access,2,1,Low Risk
2025-05-22 00:41:09.437,24+,Male,Undergraduate (Year 2–4),Public University,"Suburban area (e.g., Gazipur, Savar, Tongi)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,3,Yes - Quiet (4),3.1–3.5,Only before exams,>75%,Sometimes,"50,001–100,000",No,">10,000 BDT","Yes, Daily",3,3,Moderate Risk
2025-05-22 00:48:31.468,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),<5 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,2,Yes - Moderate noise (3),>3.5,Only before exams,>75%,Often,"20,000–50,000","Yes, Government Scholarship",">10,000 BDT","Yes, Rarely",3,4,High Risk
2025-05-22 00:49:40.059,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",3–4 times/week,30–60 minutes,3,Yes - Quiet (4),>3.5,Only before exams,>75%,Often,">100,000","Yes, University Merit-Based","5,000–10,000 BDT","Yes, Rarely",3,2,Low Risk
2025-05-22 01:23:16.487,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",Never,30–60 minutes,5,Yes - Moderate noise (3),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Always,"20,000–50,000","Yes, University Merit-Based","5,000–10,000 BDT","Yes, Weekly",2,3,Moderate Risk
2025-05-22 05:10:27.985,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",3–4 times/week,30–60 minutes,3,No dedicated study space,3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000",No,"5,000–10,000 BDT","Yes, Daily",3,2,Low Risk
2025-05-22 11:39:28.637,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),<5 hours,"Yes, Tuition/Coaching",1–2 times/week,<30 minutes,1,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),50–75%,Always,"50,001–100,000","Yes, University Merit-Based","5,000–10,000 BDT","Yes, Rarely",2,2,Low Risk
2025-05-22 12:08:25.244,24+,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),7–8 hours,No,Never,<30 minutes,3,Yes - Very quiet (5),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,">10,000 BDT","Yes, Rarely",2,3,Moderate Risk
2025-05-22 14:18:45.521,21–23,Female,Undergraduate (Year 2–4),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",Never,>1 hour,5,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000","Yes, University Merit-Based",">10,000 BDT","Yes, Weekly",4,1,Low Risk
2025-05-22 14:21:07.752,21–23,Female,Undergraduate (Year 2–4),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,>1 hour,4,Yes - Moderate noise (3),2.5–3.0,Only before exams,>75%,Always,"<20,000",No,"<5,000 BDT","Yes, Weekly",4,3,Moderate Risk
2025-05-22 14:29:49.286,24+,Female,Undergraduate (Year 2–4),National University / Affiliated College,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",Never,30–60 minutes,5,Yes - Quiet (4),2.5–3.0,Only before exams,50–75%,Often,"50,001–100,000",No,"<5,000 BDT","Yes, Weekly",2,3,Moderate Risk
2025-05-22 14:43:24.576,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,3,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000",No,">10,000 BDT","Yes, Rarely",2,1,Low Risk
2025-05-22 14:51:08.595,21–23,Male,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",Never,<30 minutes,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,">10,000 BDT","Yes, Daily",3,5,High Risk
2025-05-22 14:56:22.423,17–20,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),7–8 hours,No,Daily,<30 minutes,2,Yes - Moderate noise (3),>3.5,Only before exams,50–75%,Rarely,"50,001–100,000",No,No personal income,"Yes, Daily",3,1,Low Risk
2025-05-22 15:07:17.178,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,7–8 hours,"Yes, Tuition/Coaching",Never,30–60 minutes,3,Yes - Moderate noise (3),>3.5,Sporadically (no fixed schedule),>75%,Always,"20,000–50,000","Yes, Government Scholarship","5,000–10,000 BDT",No access,3,3,Moderate Risk
2025-05-22 15:08:41.432,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,No,1–2 times/week,<30 minutes,3,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Rarely,"20,000–50,000",No,No personal income,"Yes, Rarely",3,2,Low Risk
2025-05-22 15:11:42.045,24+,Male,Undergraduate (Year 2–4),Private University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,5,Yes - Quiet (4),>3.5,Only before exams,>75%,Rarely,"50,001–100,000","Yes, University Merit-Based","5,000–10,000 BDT","Yes, Daily",2,1,Low Risk
2025-05-22 15:15:17.641,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",1–2 times/week,>1 hour,4,Yes - Quiet (4),>3.5,Sporadically (no fixed schedule),>75%,Always,"20,000–50,000",No,">10,000 BDT","Yes, Daily",3,2,Low Risk
2025-05-22 15:19:19.979,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",Daily,30–60 minutes,4,Yes - Noisy (2),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"50,001–100,000",No,"5,000–10,000 BDT","Yes, Daily",1,3,Moderate Risk
2025-05-22 15:24:50.626,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",Never,<30 minutes,3,No dedicated study space,>3.5,Sporadically (no fixed schedule),>75%,Often,"20,000–50,000",No,"5,000–10,000 BDT","Yes, Weekly",4,2,Low Risk
2025-05-22 15:25:35.369,24+,Female,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),7–8 hours,No,1–2 times/week,<30 minutes,1,Yes - Quiet (4),2.5–3.0,Only before exams,>75%,Always,"20,000–50,000","Yes, Private/Donor-Funded",No personal income,"Yes, Daily",5,3,Moderate Risk
2025-05-22 15:36:53.080,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",Never,30–60 minutes,3,Yes - Moderate noise (3),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Sometimes,"50,001–100,000","Yes, University Merit-Based","5,000–10,000 BDT","Yes, Daily",3,1,Low Risk
2025-05-22 16:23:12.932,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,4,Yes - Quiet (4),>3.5,"Regularly throughout the course (e.g., weekly)",>75%,Often,">100,000","Yes, Government Scholarship",">10,000 BDT","Yes, Daily",4,3,Moderate Risk
2025-05-22 17:50:48.134,21–23,Male,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,<5 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,5,Yes - Moderate noise (3),3.1–3.5,Only before exams,>75%,Often,"50,001–100,000",No,">10,000 BDT","Yes, Rarely",3,1,Low Risk
2025-05-22 18:19:27.455,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",University Residence (Halls),5–6 hours,No,Daily,<30 minutes,2,Yes - Moderate noise (3),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,">100,000",No,No personal income,"Yes, Rarely",3,2,Low Risk
2025-05-22 18:41:02.812,21–23,Female,Undergraduate (Year 2–4),Public University,"Urban area (e.g., Dhaka, Chittagong, Sylhet)",Home or Hostels,5–6 hours,"Yes, Tuition/Coaching",1–2 times/week,30–60 minutes,3,No dedicated study space,>3.5,Sporadically (no fixed schedule),>75%,Always,"50,001–100,000","Yes, University Merit-Based","<5,000 BDT","Yes, Rarely",1,5,High Risk
2025-05-22 20:03:19.984,24+,Male,Masters,Public University,"Rural area (e.g., village, upazila outside major cities)",Home or Hostels,5–6 hours,"Yes, Part-time/Full-time Job",3–4 times/week,30–60 minutes,4,No dedicated study space,>3.5,Sporadically (no fixed schedule),>75%,Often,"<20,000","Yes, University Merit-Based","5,000–10,000 BDT",No access,3,1,Low Risk
2025-05-22 21:41:54.174,21–23,Male,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",3–4 times/week,<30 minutes,3,Yes - Quiet (4),2.5–3.0,Only before exams,>75%,Sometimes,"20,000–50,000","Yes, Private/Donor-Funded","5,000–10,000 BDT","Yes, Daily",4,3,Moderate Risk
2025-05-22 21:50:37.494,21–23,Male,Undergraduate (Year 2–4),Public University,"Rural area (e.g., village, upazila outside major cities)",University Residence (Halls),5–6 hours,"Yes, Tuition/Coaching",Never,<30 minutes,3,Yes - Very noisy (1),3.1–3.5,Sporadically (no fixed schedule),>75%,Often,"<20,000",No,"5,000–10,000 BDT","Yes, Daily",3,4,High Risk
